Type,Valeur
Seuil de détection,35.0
Durée totale (secondes),1424.5
Nombre de cuts,324
Fréquence (cuts/minute),13.65
Temps moyen entre cuts (secondes),4.4
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),60.5

Liste des cuts
Numéro,Timestamp
1,3.8
2,4.6
3,5.8
4,7.6
5,8.5
6,11.0
7,13.3
8,14.4
9,15.7
10,17.7
11,19.0
12,20.0
13,21.0
14,22.5
15,24.8
16,27.4
17,28.7
18,31.5
19,32.4
20,33.5
21,35.1
22,36.0
23,38.3
24,42.0
25,46.9
26,50.8
27,53.0
28,67.1
29,69.4
30,71.4
31,72.9
32,75.9
33,81.1
34,84.3
35,87.4
36,92.6
37,97.5
38,101.3
39,103.8
40,106.2
41,107.7
42,108.7
43,110.3
44,112.4
45,114.2
46,116.6
47,118.5
48,119.3
49,120.7
50,123.2
51,125.1
52,127.4
53,129.0
54,132.5
55,133.4
56,134.6
57,135.8
58,137.1
59,138.5
60,140.4
61,142.9
62,144.7
63,154.4
64,164.4
65,170.3
66,172.8
67,177.0
68,182.5
69,185.1
70,186.7
71,188.7
72,192.8
73,200.1
74,202.3
75,213.8
76,218.0
77,221.3
78,228.2
79,232.0
80,237.6
81,242.1
82,244.6
83,247.6
84,248.9
85,250.9
86,253.6
87,258.5
88,260.3
89,264.9
90,269.6
91,286.2
92,290.4
93,296.8
94,307.4
95,312.7
96,317.8
97,321.5
98,323.6
99,330.0
100,346.7
101,348.5
102,355.8
103,357.1
104,368.2
105,373.0
106,398.3
107,401.1
108,403.9
109,405.1
110,418.6
111,437.9
112,439.2
113,465.6
114,468.0
115,469.7
116,473.1
117,477.7
118,486.1
119,490.2
120,491.9
121,493.2
122,495.5
123,498.1
124,499.7
125,511.5
126,513.1
127,515.8
128,519.9
129,524.4
130,531.1
131,532.4
132,537.9
133,543.2
134,555.5
135,558.9
136,564.6
137,566.3
138,567.6
139,568.6
140,570.8
141,577.2
142,578.6
143,584.5
144,586.4
145,591.1
146,596.5
147,598.9
148,600.7
149,602.7
150,603.7
151,607.7
152,610.1
153,615.5
154,617.4
155,621.1
156,624.1
157,625.9
158,627.2
159,629.3
160,630.1
161,631.7
162,632.5
163,633.3
164,634.1
165,635.0
166,650.4
167,651.3
168,654.2
169,655.1
170,655.9
171,661.0
172,672.8
173,674.0
174,681.8
175,682.6
176,684.3
177,687.1
178,690.1
179,690.9
180,691.9
181,694.0
182,699.4
183,706.7
184,732.0
185,739.5
186,743.0
187,749.1
188,750.8
189,754.6
190,757.3
191,759.7
192,762.9
193,766.2
194,768.3
195,770.3
196,772.2
197,773.6
198,775.6
199,777.3
200,779.9
201,783.7
202,787.6
203,789.0
204,791.7
205,795.6
206,798.0
207,800.5
208,801.8
209,803.0
210,804.6
211,806.7
212,808.5
213,810.9
214,812.7
215,813.8
216,815.0
217,817.5
218,819.4
219,821.8
220,823.3
221,826.7
222,827.8
223,828.9
224,830.1
225,831.4
226,832.8
227,834.7
228,837.2
229,840.2
230,846.3
231,850.0
232,851.9
233,855.1
234,867.8
235,869.6
236,870.6
237,872.4
238,875.8
239,902.4
240,923.8
241,939.1
242,941.1
243,949.3
244,951.9
245,1012.4
246,1017.1
247,1019.3
248,1048.8
249,1049.7
250,1052.1
251,1057.7
252,1068.3
253,1070.1
254,1071.5
255,1072.4
256,1077.0
257,1081.2
258,1084.0
259,1087.4
260,1091.6
261,1096.1
262,1117.7
263,1121.6
264,1122.9
265,1125.2
266,1131.2
267,1137.6
268,1147.6
269,1148.6
270,1149.5
271,1151.3
272,1152.5
273,1155.9
274,1162.6
275,1165.2
276,1166.0
277,1167.5
278,1168.4
279,1205.0
280,1208.9
281,1210.1
282,1213.5
283,1215.6
284,1219.0
285,1227.3
286,1230.5
287,1234.2
288,1247.1
289,1249.0
290,1251.8
291,1253.8
292,1255.3
293,1264.7
294,1266.6
295,1272.6
296,1279.4
297,1285.3
298,1292.0
299,1298.5
300,1302.7
301,1308.6
302,1315.6
303,1319.0
304,1320.4
305,1322.4
306,1324.3
307,1325.2
308,1327.8
309,1337.9
310,1339.0
311,1341.7
312,1346.6
313,1357.6
314,1366.7
315,1371.1
316,1382.2
317,1388.5
318,1402.2
319,1405.6
320,1407.5
321,1411.8
322,1414.3
323,1417.0
324,1423.5
