Type,Valeur
Seuil de détection,20.0
Durée totale (secondes),1100.4
Nombre de cuts,226
Fréquence (cuts/minute),12.32
Temps moyen entre cuts (secondes),4.8
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),42.6

Liste des cuts
Numéro,Timestamp
1,13.4
2,22.4
3,28.0
4,29.2
5,36.6
6,38.5
7,49.2
8,54.8
9,59.0
10,61.0
11,63.2
12,72.5
13,74.5
14,82.7
15,96.5
16,98.4
17,101.4
18,104.5
19,105.7
20,110.7
21,112.2
22,129.0
23,134.4
24,137.1
25,141.9
26,142.9
27,155.0
28,167.7
29,169.2
30,172.8
31,175.0
32,181.1
33,182.4
34,187.0
35,190.4
36,200.4
37,202.1
38,213.0
39,216.1
40,219.6
41,223.0
42,224.2
43,226.7
44,233.4
45,238.4
46,242.4
47,247.8
48,253.9
49,254.9
50,256.5
51,263.0
52,265.7
53,268.0
54,271.1
55,273.1
56,278.0
57,282.3
58,283.9
59,286.0
60,287.0
61,309.5
62,316.8
63,321.1
64,322.6
65,323.6
66,326.2
67,327.8
68,334.1
69,338.0
70,338.8
71,339.7
72,340.5
73,345.5
74,346.4
75,350.3
76,357.5
77,362.8
78,364.2
79,375.4
80,379.2
81,382.3
82,383.1
83,388.3
84,392.7
85,394.5
86,397.8
87,399.5
88,400.3
89,406.9
90,419.5
91,420.4
92,425.6
93,427.8
94,429.7
95,430.5
96,431.3
97,441.8
98,444.0
99,447.4
100,465.2
101,466.2
102,469.0
103,475.7
104,476.5
105,482.4
106,485.5
107,486.7
108,487.8
109,503.1
110,504.5
111,507.1
112,510.0
113,515.4
114,517.9
115,518.7
116,534.9
117,547.1
118,557.0
119,558.0
120,562.4
121,568.7
122,575.5
123,576.4
124,597.4
125,600.4
126,613.8
127,616.4
128,618.9
129,624.3
130,626.2
131,633.2
132,642.4
133,648.7
134,653.9
135,655.1
136,666.8
137,675.5
138,683.2
139,691.0
140,692.2
141,705.0
142,706.8
143,708.2
144,712.3
145,715.2
146,718.7
147,719.5
148,720.3
149,721.1
150,722.2
151,723.5
152,729.3
153,733.1
154,742.1
155,744.9
156,748.0
157,750.9
158,752.8
159,753.6
160,754.4
161,755.2
162,756.0
163,758.0
164,768.8
165,770.2
166,774.8
167,777.7
168,780.1
169,784.7
170,785.8
171,786.6
172,787.4
173,789.3
174,800.7
175,804.0
176,808.4
177,809.3
178,810.8
179,817.0
180,820.1
181,825.7
182,828.0
183,829.0
184,842.1
185,845.4
186,852.0
187,857.1
188,859.0
189,861.4
190,868.2
191,870.7
192,872.6
193,876.6
194,882.9
195,885.0
196,886.3
197,895.6
198,903.1
199,916.1
200,917.5
201,920.8
202,926.8
203,931.3
204,937.8
205,939.8
206,942.1
207,949.7
208,953.5
209,996.1
210,1000.9
211,1007.9
212,1040.0
213,1041.4
214,1044.9
215,1046.5
216,1050.1
217,1054.2
218,1055.8
219,1058.9
220,1062.5
221,1064.3
222,1068.8
223,1074.3
224,1078.5
225,1095.1
226,1099.0
