Type,Valeur
Seuil de détection,18.0
Durée totale (secondes),1105.7
Nombre de cuts,203
Fréquence (cuts/minute),11.02
Temps moyen entre cuts (secondes),5.4
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),37.6

Liste des cuts
Numéro,Timestamp
1,15.4
2,18.0
3,25.7
4,34.0
5,37.4
6,40.0
7,43.5
8,44.9
9,47.3
10,48.9
11,54.3
12,55.7
13,61.2
14,63.3
15,66.1
16,67.7
17,78.1
18,91.8
19,92.7
20,99.2
21,100.2
22,101.5
23,105.7
24,117.1
25,120.6
26,151.8
27,158.5
28,163.6
29,164.9
30,167.0
31,169.2
32,170.9
33,173.6
34,175.6
35,177.9
36,180.8
37,187.2
38,189.6
39,193.4
40,199.6
41,209.1
42,210.6
43,219.3
44,222.6
45,226.5
46,229.6
47,232.6
48,241.1
49,243.4
50,247.5
51,249.2
52,250.0
53,257.6
54,278.5
55,288.0
56,289.0
57,324.3
58,336.3
59,363.5
60,401.1
61,403.2
62,406.0
63,408.2
64,409.8
65,431.2
66,435.3
67,436.1
68,438.5
69,439.7
70,444.4
71,446.4
72,449.0
73,464.3
74,467.0
75,468.5
76,472.1
77,479.6
78,487.4
79,490.6
80,499.3
81,500.4
82,502.4
83,518.2
84,522.6
85,527.1
86,537.8
87,543.5
88,559.0
89,559.9
90,570.8
91,582.7
92,588.9
93,590.5
94,605.3
95,609.2
96,611.6
97,614.1
98,620.0
99,622.3
100,629.0
101,629.9
102,631.9
103,633.9
104,635.7
105,641.5
106,648.1
107,650.9
108,653.6
109,657.7
110,664.4
111,673.3
112,674.6
113,688.8
114,690.7
115,693.4
116,697.7
117,705.7
118,709.7
119,710.8
120,713.2
121,714.1
122,716.2
123,720.1
124,727.5
125,732.1
126,734.2
127,738.3
128,740.1
129,743.1
130,747.3
131,748.4
132,750.8
133,755.6
134,757.7
135,760.0
136,764.6
137,766.1
138,769.4
139,771.1
140,773.2
141,775.8
142,778.8
143,779.6
144,781.4
145,786.0
146,787.7
147,789.3
148,796.3
149,799.9
150,801.8
151,806.9
152,810.0
153,814.0
154,814.8
155,819.2
156,822.0
157,830.0
158,830.9
159,837.9
160,841.8
161,845.2
162,846.1
163,853.5
164,860.4
165,862.0
166,883.8
167,887.1
168,893.0
169,895.6
170,903.7
171,906.8
172,908.5
173,916.0
174,919.3
175,921.5
176,924.5
177,949.1
178,957.0
179,960.4
180,963.2
181,972.9
182,975.4
183,982.4
184,986.2
185,990.9
186,1012.5
187,1016.9
188,1023.7
189,1029.1
190,1032.2
191,1041.2
192,1048.8
193,1055.9
194,1061.9
195,1064.0
196,1067.3
197,1071.1
198,1076.6
199,1083.4
200,1086.5
201,1088.1
202,1100.9
203,1104.9
