Type,Valeur
Seuil de détection,20.0
Durée totale (secondes),423.0
Nombre de cuts,96
Fréquence (cuts/minute),13.62
Temps moyen entre cuts (secondes),4.4
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),31.8

Liste des cuts
Numéro,Timestamp
1,3.5
2,5.8
3,7.0
4,9.6
5,15.1
6,21.7
7,29.7
8,34.7
9,39.7
10,46.7
11,50.7
12,66.1
13,97.9
14,101.9
15,103.7
16,104.5
17,106.0
18,108.0
19,109.4
20,124.8
21,125.8
22,128.0
23,129.2
24,130.7
25,134.4
26,140.5
27,143.5
28,144.3
29,145.1
30,146.0
31,146.8
32,148.7
33,162.2
34,163.0
35,163.8
36,164.7
37,166.8
38,170.3
39,173.5
40,176.8
41,180.3
42,184.0
43,186.9
44,191.0
45,193.9
46,202.0
47,204.7
48,210.2
49,211.0
50,211.8
51,212.7
52,213.8
53,214.9
54,215.7
55,216.9
56,220.3
57,221.2
58,222.2
59,224.7
60,226.1
61,233.1
62,234.2
63,236.1
64,246.5
65,249.1
66,251.9
67,262.3
68,265.1
69,269.9
70,275.0
71,277.4
72,279.0
73,281.1
74,283.7
75,286.5
76,298.5
77,321.6
78,323.3
79,324.2
80,325.0
81,325.8
82,331.5
83,332.7
84,347.0
85,359.1
86,362.3
87,371.7
88,374.1
89,376.7
90,398.7
91,403.7
92,406.3
93,409.2
94,411.9
95,414.0
96,421.9
