Type,Valeur
Seuil de d�tection,35.0
Dur�e totale (secondes),349.2
Nombre de cuts,114
Fr�quence (cuts/minute),19.59
Temps moyen entre cuts (secondes),3.0
Temps minimum entre cuts (secondes),0.9
Temps maximum entre cuts (secondes),14.4
url,https://www.youtube.com/watch?v=mODmVmZp31A

Liste des cuts
Num�ro,Timestamp
1,2.2
2,6.7
3,8.4
4,11.8
5,13.4
6,15.9
7,17.7
8,28.4
9,30.2
10,32.5
11,34.4
12,36.0
13,41.8
14,43.4
15,50.1
16,51.6
17,53.9
18,56.3
19,58.3
20,72.4
21,74.0
22,75.7
23,77.9
24,80.1
25,86.0
26,87.9
27,89.8
28,91.5
29,94.6
30,95.8
31,97.6
32,99.8
33,102.5
34,116.9
35,118.5
36,120.3
37,122.4
38,124.4
39,138.8
40,140.3
41,142.0
42,144.2
43,146.8
44,161.2
45,162.9
46,164.7
47,166.7
48,168.8
49,183.2
50,184.8
51,186.7
52,189.3
53,190.6
54,194.2
55,195.6
56,196.7
57,198.8
58,200.4
59,201.8
60,204.6
61,207.3
62,209.2
63,213.6
64,214.9
65,216.0
66,218.5
67,220.9
68,222.1
69,225.9
70,228.8
71,230.7
72,232.7
73,234.8
74,237.4
75,239.2
76,242.1
77,245.8
78,249.1
79,251.1
80,255.5
81,258.9
82,261.0
83,264.1
84,268.3
85,271.3
86,273.4
87,274.3
88,275.4
89,278.7
90,282.4
91,284.8
92,287.7
93,290.1
94,291.7
95,293.3
96,296.4
97,298.0
98,300.0
99,301.2
100,304.0
101,305.3
102,306.9
103,308.3
104,310.6
105,313.6
106,315.1
107,317.6
108,319.3
109,321.0
110,325.4
111,327.6
112,329.6
113,332.3
114,336.5
