Type,Valeur
Seuil de détection,30.0
Durée totale (secondes),1422.5
Nombre de cuts,435
Fréquence (cuts/minute),18.35
Temps moyen entre cuts (secondes),3.3
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),26.7

Liste des cuts
Numéro,Timestamp
1,2.7
2,3.5
3,4.8
4,6.7
5,10.1
6,12.3
7,13.5
8,14.7
9,15.8
10,16.8
11,18.1
12,19.0
13,20.0
14,21.7
15,22.8
16,23.9
17,25.3
18,26.4
19,27.7
20,30.6
21,31.5
22,32.6
23,34.2
24,35.1
25,37.3
26,41.1
27,45.9
28,49.9
29,52.1
30,66.2
31,68.4
32,70.4
33,72.0
34,74.9
35,80.3
36,83.4
37,86.4
38,91.6
39,96.6
40,100.4
41,101.2
42,102.0
43,102.9
44,105.3
45,106.7
46,107.7
47,109.4
48,111.2
49,113.2
50,115.7
51,117.5
52,118.3
53,119.8
54,122.3
55,124.1
56,126.6
57,128.1
58,131.5
59,132.6
60,133.7
61,134.9
62,136.2
63,137.6
64,139.5
65,141.9
66,143.7
67,153.6
68,163.5
69,169.3
70,171.8
71,176.0
72,181.6
73,184.1
74,185.8
75,187.7
76,190.2
77,191.7
78,192.7
79,199.2
80,201.3
81,212.9
82,214.5
83,217.1
84,220.3
85,227.3
86,231.0
87,236.7
88,241.2
89,243.7
90,246.6
91,248.0
92,250.0
93,252.6
94,256.4
95,257.5
96,259.3
97,263.8
98,268.7
99,285.3
100,289.5
101,293.8
102,295.8
103,306.5
104,309.2
105,311.7
106,316.8
107,320.5
108,322.7
109,327.6
110,329.0
111,342.1
112,345.8
113,347.6
114,354.9
115,356.1
116,364.9
117,367.3
118,370.4
119,372.0
120,380.7
121,397.3
122,400.1
123,402.9
124,404.2
125,417.7
126,419.7
127,428.8
128,437.0
129,438.2
130,456.3
131,464.6
132,467.0
133,468.8
134,472.2
135,474.3
136,476.8
137,485.1
138,489.2
139,490.9
140,492.2
141,494.5
142,497.3
143,498.7
144,501.0
145,508.0
146,510.5
147,512.2
148,514.8
149,518.9
150,523.4
151,530.1
152,531.4
153,533.1
154,536.9
155,542.3
156,551.2
157,554.6
158,557.9
159,560.8
160,563.7
161,565.3
162,566.6
163,567.7
164,569.9
165,576.2
166,577.6
167,580.2
168,582.3
169,583.5
170,585.5
171,587.5
172,590.2
173,595.5
174,596.8
175,598.0
176,599.8
177,600.8
178,601.7
179,602.8
180,606.8
181,609.1
182,614.5
183,616.5
184,620.2
185,623.1
186,624.8
187,626.2
188,628.2
189,629.0
190,629.8
191,630.7
192,631.5
193,632.4
194,633.2
195,634.1
196,636.7
197,642.8
198,644.1
199,646.5
200,649.4
201,650.5
202,651.4
203,653.2
204,654.1
205,654.9
206,660.0
207,666.8
208,671.9
209,673.1
210,678.4
211,680.9
212,681.7
213,683.3
214,686.1
215,687.1
216,688.9
217,689.9
218,690.7
219,693.0
220,698.5
221,699.4
222,700.6
223,704.5
224,705.7
225,708.8
226,719.3
227,731.0
228,734.0
229,738.6
230,742.0
231,747.8
232,749.9
233,753.7
234,756.3
235,758.7
236,762.0
237,765.3
238,767.4
239,769.4
240,771.2
241,772.6
242,773.9
243,776.4
244,779.0
245,782.7
246,786.6
247,788.0
248,790.8
249,794.6
250,795.5
251,796.3
252,797.1
253,799.5
254,801.0
255,802.1
256,803.6
257,805.6
258,807.5
259,809.9
260,811.8
261,812.7
262,814.0
263,815.7
264,816.6
265,818.4
266,820.8
267,822.4
268,825.8
269,826.8
270,827.9
271,829.2
272,830.5
273,831.8
274,833.7
275,836.3
276,839.3
277,845.4
278,846.8
279,849.0
280,851.0
281,854.1
282,857.1
283,864.3
284,866.9
285,868.7
286,869.7
287,871.4
288,874.7
289,892.2
290,894.4
291,896.3
292,901.5
293,905.6
294,915.3
295,917.1
296,922.9
297,926.2
298,930.7
299,935.2
300,936.5
301,937.6
302,940.2
303,943.3
304,945.5
305,948.4
306,950.9
307,952.4
308,958.2
309,960.3
310,970.8
311,973.3
312,1000.0
313,1002.9
314,1005.2
315,1007.9
316,1011.5
317,1013.3
318,1014.1
319,1016.2
320,1017.3
321,1018.3
322,1020.2
323,1027.3
324,1038.8
325,1043.3
326,1047.8
327,1048.7
328,1051.1
329,1054.2
330,1056.6
331,1058.9
332,1061.2
333,1065.3
334,1067.3
335,1069.1
336,1070.6
337,1071.4
338,1073.2
339,1076.1
340,1080.3
341,1083.0
