Type,Valeur
Seuil de détection,35.0
Durée totale (secondes),1366.9
Nombre de cuts,460
Fréquence (cuts/minute),20.19
Temps moyen entre cuts (secondes),3.0
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),15.5

Liste des cuts
Numéro,Timestamp
1,6.2
2,8.1
3,9.6
4,11.0
5,12.8
6,16.0
7,17.5
8,19.5
9,24.8
10,26.6
11,29.6
12,31.3
13,33.0
14,34.7
15,35.9
16,36.9
17,38.0
18,38.8
19,40.5
20,41.7
21,44.2
22,46.2
23,61.7
24,71.0
25,74.8
26,77.4
27,79.0
28,81.0
29,84.6
30,86.5
31,91.7
32,93.5
33,96.4
34,100.4
35,102.2
36,103.6
37,105.5
38,108.6
39,114.9
40,117.7
41,121.2
42,122.6
43,130.8
44,133.7
45,136.8
46,138.0
47,143.9
48,145.6
49,147.2
50,154.9
51,156.4
52,158.9
53,160.5
54,166.0
55,167.6
56,169.7
57,173.3
58,175.7
59,177.0
60,182.3
61,183.4
62,187.2
63,188.0
64,189.6
65,191.5
66,192.9
67,197.1
68,199.1
69,200.0
70,203.8
71,204.6
72,205.7
73,208.7
74,211.4
75,214.8
76,221.4
77,222.3
78,226.0
79,228.3
80,231.1
81,235.4
82,236.3
83,245.7
84,250.4
85,263.6
86,265.4
87,266.6
88,268.0
89,271.5
90,275.9
91,278.0
92,281.1
93,283.4
94,288.3
95,291.5
96,304.8
97,307.9
98,310.4
99,314.8
100,318.6
101,322.6
102,324.6
103,332.5
104,334.9
105,336.0
106,339.8
107,341.3
108,344.4
109,352.0
110,353.4
111,359.0
112,366.8
113,368.3
114,375.0
115,376.6
116,378.4
117,380.0
118,385.5
119,391.4
120,395.2
121,400.3
122,405.1
123,409.0
124,415.2
125,416.7
126,423.6
127,430.7
128,435.7
129,442.4
130,443.3
131,446.3
132,447.5
133,455.2
134,458.7
135,461.3
136,463.7
137,464.8
138,466.5
139,472.1
140,482.8
141,486.3
142,491.7
143,502.1
144,507.4
145,509.9
146,513.7
147,522.2
148,528.1
149,532.6
150,534.6
151,538.9
152,542.6
153,543.8
154,545.0
155,546.2
156,550.4
157,552.9
158,556.8
159,558.4
160,561.7
161,570.3
162,574.5
163,575.9
164,582.3
165,584.6
166,585.9
167,586.7
168,588.7
169,591.6
170,595.4
171,604.1
172,606.4
173,608.6
174,611.2
175,614.6
176,625.2
177,626.2
178,638.0
179,639.5
180,648.3
181,649.8
182,653.6
183,655.4
184,656.9
185,666.3
186,668.2
187,670.6
188,674.4
189,676.4
190,678.4
191,679.6
192,681.7
193,682.5
194,683.4
195,684.8
196,686.4
197,688.3
198,690.6
199,693.5
200,694.7
201,696.7
202,697.6
203,698.5
204,700.0
205,701.6
206,703.1
207,704.7
208,707.5
209,710.4
210,712.5
211,715.2
212,718.7
213,723.8
214,727.9
215,730.8
216,733.1
217,735.7
218,741.1
219,744.9
220,750.0
221,754.2
222,760.8
223,763.2
224,766.3
225,767.6
226,770.8
227,776.6
228,779.7
229,784.7
230,787.2
231,792.1
232,798.0
233,801.7
234,805.3
235,807.8
236,809.1
237,811.0
238,812.2
239,813.1
240,815.3
241,816.2
242,820.2
243,821.4
244,825.7
245,832.1
246,833.9
247,836.5
248,838.3
249,839.8
250,844.1
251,846.9
252,849.6
253,852.5
254,854.7
255,856.7
256,862.0
257,865.5
258,866.8
259,869.8
260,876.9
261,878.4
262,879.9
263,881.3
264,882.4
265,886.2
266,887.1
267,888.1
268,889.1
269,891.0
270,892.1
271,895.8
272,897.6
273,898.8
274,901.8
275,903.3
276,904.7
277,907.7
278,909.3
279,918.2
280,922.1
281,924.4
282,925.7
283,927.5
284,929.5
285,930.6
286,931.4
287,933.3
288,935.6
289,938.5
290,943.7
291,948.5
292,949.6
293,950.7
294,952.1
295,954.1
296,955.8
297,957.8
298,961.9
299,963.4
300,966.5
301,969.8
302,972.3
303,973.8
304,979.0
305,981.7
306,984.6
307,988.9
308,991.2
309,992.7
310,994.1
311,995.1
312,998.5
313,1000.4
314,1006.3
315,1008.9
316,1011.7
317,1015.2
318,1017.2
319,1019.7
320,1022.1
321,1023.3
322,1024.7
323,1031.5
324,1032.9
325,1035.2
326,1036.2
327,1043.6
328,1046.7
329,1049.9
330,1051.5
331,1058.3
332,1061.6
333,1065.9
334,1067.5
335,1069.8
336,1073.8
337,1075.7
338,1077.6
339,1081.0
340,1085.3
341,1087.3
342,1088.4
343,1090.2
344,1093.4
345,1095.7
346,1102.8
347,1104.8
348,1105.8
349,1107.1
350,1109.0
351,1113.0
352,1115.1
353,1117.1
354,1119.3
355,1122.8
356,1124.3
357,1127.5
358,1131.3
359,1132.7
360,1133.6
361,1138.3
362,1142.2
363,1146.9
364,1151.2
365,1152.8
366,1154.1
367,1155.5
368,1160.9
369,1162.3
370,1167.0
371,1168.2
372,1169.9
373,1170.9
374,1172.2
375,1174.6
376,1176.5
377,1177.7
378,1180.3
379,1182.7
380,1183.8
381,1185.6
382,1188.3
383,1192.1
384,1195.9
385,1199.8
386,1201.5
387,1204.8
388,1206.3
389,1208.6
390,1217.5
391,1222.1
392,1223.5
393,1225.6
394,1226.6
395,1231.8
396,1236.6
397,1238.5
398,1239.6
399,1244.5
400,1245.4
401,1247.4
402,1249.0
403,1250.2
404,1251.6
405,1254.9
406,1256.3
407,1259.1
408,1260.5
409,1261.7
410,1262.9
411,1265.2
412,1270.5
413,1271.5
414,1273.6
415,1277.1
416,1278.7
417,1281.1
418,1281.9
419,1283.0
420,1284.6
421,1285.9
422,1286.9
423,1289.0
424,1291.0
425,1291.9
426,1292.8
427,1294.5
428,1296.4
429,1297.8
430,1299.3
431,1300.8
432,1301.6
433,1303.2
434,1304.9
435,1305.8
436,1307.1
437,1308.6
438,1309.8
439,1311.1
440,1314.6
441,1317.3
442,1320.1
443,1322.8
444,1324.3
445,1327.8
446,1329.7
447,1332.2
448,1334.9
449,1336.0
450,1338.6
451,1343.5
452,1347.3
453,1351.0
454,1352.1
455,1352.9
456,1356.8
457,1359.6
458,1362.2
459,1364.4
460,1366.0
