Type,Valeur
Seuil de détection,35.0
Durée totale (secondes),1771.9
Nombre de cuts,377
Fréquence (cuts/minute),12.77
Temps moyen entre cuts (secondes),4.6
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),49.9

Liste des cuts
Numéro,Timestamp
1,34.5
2,43.5
3,45.1
4,45.9
5,50.1
6,51.7
7,54.0
8,55.2
9,57.4
10,60.0
11,61.7
12,62.9
13,68.5
14,70.8
15,73.5
16,78.5
17,79.8
18,81.4
19,83.1
20,87.0
21,90.1
22,93.3
23,103.5
24,105.4
25,107.4
26,109.1
27,114.0
28,117.1
29,118.8
30,121.3
31,137.5
32,139.8
33,144.9
34,152.7
35,158.0
36,162.0
37,167.7
38,170.5
39,173.1
40,176.9
41,179.1
42,181.9
43,184.7
44,186.7
45,192.0
46,193.1
47,199.7
48,202.4
49,208.4
50,220.4
51,225.3
52,226.9
53,228.0
54,231.4
55,238.8
56,246.3
57,248.0
58,250.3
59,253.0
60,254.7
61,257.5
62,262.9
63,267.1
64,268.6
65,271.4
66,273.6
67,275.7
68,278.7
69,283.1
70,285.1
71,288.0
72,290.9
73,292.5
74,296.2
75,303.6
76,309.9
77,312.1
78,315.7
79,317.5
80,319.5
81,325.3
82,328.5
83,331.3
84,334.8
85,336.4
86,347.8
87,351.0
88,354.7
89,356.4
90,362.2
91,364.4
92,367.1
93,378.3
94,380.0
95,382.3
96,389.3
97,393.7
98,396.8
99,398.9
100,402.1
101,404.8
102,406.9
103,411.9
104,415.9
105,419.3
106,421.4
107,424.9
108,431.2
109,434.2
110,438.8
111,441.4
112,442.7
113,443.6
114,444.7
115,445.6
116,449.2
117,450.9
118,453.3
119,459.9
120,470.1
121,473.4
122,483.5
123,486.9
124,495.4
125,505.1
126,512.1
127,512.9
128,514.6
129,516.1
130,517.8
131,519.2
132,521.6
133,525.2
134,528.5
135,530.0
136,533.5
137,535.7
138,536.8
139,538.5
140,539.4
141,547.7
142,548.7
143,549.9
144,551.1
145,552.3
146,554.3
147,555.2
148,556.1
149,558.7
150,561.6
151,566.7
152,572.4
153,585.9
154,588.3
155,590.3
156,602.4
157,603.4
158,610.1
159,613.6
160,618.2
161,620.7
162,623.7
163,627.0
164,628.3
165,631.1
166,632.8
167,634.0
168,635.2
169,637.2
170,639.1
171,640.1
172,644.6
173,646.3
174,648.5
175,650.6
176,654.1
177,655.3
178,659.2
179,664.6
180,671.6
181,673.5
182,675.7
183,676.5
184,678.9
185,684.5
186,688.2
187,689.4
188,691.2
189,700.5
190,703.5
191,705.9
192,710.0
193,711.7
194,712.7
195,713.7
196,714.6
197,716.0
198,720.9
199,722.9
200,725.2
201,726.2
202,729.1
203,730.7
204,732.4
205,735.3
206,737.1
207,739.7
208,741.7
209,744.2
210,745.9
211,761.4
212,765.2
213,771.1
214,775.8
215,784.6
216,789.7
217,792.9
218,794.4
219,798.5
220,801.1
221,805.7
222,808.3
223,810.4
224,811.4
225,813.7
226,815.4
227,816.7
228,818.9
229,820.4
230,822.7
231,824.4
232,830.4
233,832.7
234,837.4
235,841.4
236,854.4
237,856.0
238,857.6
239,864.2
240,866.4
241,871.4
242,881.8
243,893.0
244,896.4
245,900.9
246,913.2
247,920.4
248,937.8
249,945.9
250,949.0
251,951.1
252,963.8
253,971.4
254,992.4
255,997.5
256,999.6
257,1003.5
258,1007.2
259,1010.2
260,1025.4
261,1033.5
262,1034.8
263,1040.8
264,1045.5
265,1046.4
266,1047.3
267,1048.1
268,1048.9
269,1052.8
270,1081.6
271,1083.2
272,1085.4
273,1088.4
274,1092.7
275,1094.4
276,1097.6
277,1107.1
278,1156.9
279,1161.1
280,1163.8
281,1165.4
282,1173.4
283,1179.6
284,1187.4
285,1188.6
286,1194.8
287,1196.7
288,1210.9
289,1252.0
290,1258.8
291,1265.0
292,1268.3
293,1273.4
294,1276.7
295,1278.6
296,1280.5
297,1282.4
298,1284.0
299,1285.4
300,1286.9
301,1291.3
302,1293.6
303,1305.5
304,1309.3
305,1310.6
306,1312.2
307,1314.5
308,1317.5
309,1321.8
310,1323.5
311,1327.2
312,1328.8
313,1332.0
314,1334.5
315,1338.8
316,1344.4
317,1348.1
318,1350.9
319,1353.8
320,1355.1
321,1361.3
322,1369.9
323,1379.2
324,1387.4
325,1389.2
326,1411.3
327,1416.5
328,1419.8
329,1420.7
330,1423.3
331,1424.6
332,1428.4
333,1429.9
334,1431.2
335,1433.1
336,1440.3
337,1442.8
338,1479.0
339,1487.9
340,1491.5
341,1493.4
342,1496.4
343,1503.9
344,1504.7
345,1522.2
346,1561.7
347,1566.0
348,1567.5
349,1569.2
350,1575.3
351,1576.9
352,1615.5
353,1643.7
354,1661.6
355,1665.3
356,1669.3
357,1673.3
358,1677.4
359,1690.7
360,1694.1
361,1704.0
362,1708.3
363,1715.7
364,1720.7
365,1724.5
366,1727.6
367,1731.2
368,1733.9
369,1736.0
370,1738.6
371,1740.1
372,1745.3
373,1747.3
374,1750.0
375,1765.4
376,1770.8
377,1771.7
