Type,Valeur
Seuil de détection,30.0
Durée totale (secondes),655.9
Nombre de cuts,375
Fréquence (cuts/minute),34.31
Temps moyen entre cuts (secondes),1.7
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),11.2

Liste des cuts
Numéro,Timestamp
1,3.5
2,6.1
3,7.0
4,7.8
5,8.8
6,10.3
7,11.9
8,13.0
9,14.5
10,15.3
11,17.6
12,19.1
13,20.6
14,21.6
15,22.7
16,23.5
17,25.4
18,26.4
19,27.3
20,28.7
21,30.6
22,32.5
23,36.3
24,37.1
25,39.0
26,46.2
27,47.3
28,49.0
29,50.0
30,51.2
31,56.9
32,61.4
33,69.5
34,71.3
35,73.4
36,74.9
37,78.0
38,79.3
39,80.1
40,81.3
41,84.2
42,85.4
43,86.7
44,88.5
45,91.9
46,94.6
47,96.1
48,97.6
49,99.7
50,101.0
51,102.9
52,104.5
53,105.6
54,107.1
55,108.1
56,109.2
57,110.1
58,111.0
59,112.6
60,113.6
61,115.2
62,116.1
63,117.0
64,119.5
65,120.8
66,122.5
67,123.7
68,124.7
69,126.4
70,127.4
71,129.7
72,130.9
73,132.6
74,133.7
75,134.8
76,136.0
77,136.8
78,137.7
79,139.5
80,141.6
81,144.4
82,146.0
83,148.0
84,150.1
85,152.5
86,154.8
87,156.6
88,165.5
89,167.2
90,168.2
91,170.2
92,171.7
93,172.6
94,173.4
95,175.1
96,177.0
97,179.8
98,180.7
99,181.9
100,182.8
101,184.5
102,185.6
103,186.6
104,188.4
105,190.0
106,191.7
107,193.8
108,194.9
109,196.0
110,197.3
111,198.2
112,199.4
113,201.7
114,209.7
115,212.2
116,215.3
117,216.6
118,217.9
119,220.1
120,222.2
121,223.2
122,224.9
123,226.2
124,230.0
125,230.8
126,231.7
127,232.5
128,233.6
129,234.7
130,235.5
131,236.4
132,237.2
133,238.1
134,240.9
135,242.1
136,243.3
137,246.4
138,257.7
139,260.1
140,261.6
141,263.7
142,267.0
143,268.5
144,273.0
145,276.4
146,278.1
147,279.3
148,281.5
149,282.9
150,283.8
151,284.6
152,285.9
153,287.3
154,288.1
155,289.1
156,290.4
157,292.2
158,295.9
159,297.8
160,300.0
161,301.4
162,303.8
163,304.7
164,305.9
165,308.3
166,311.9
167,312.9
168,314.3
169,316.3
170,317.9
171,319.7
172,321.2
173,322.2
174,325.8
175,328.6
176,331.2
177,333.3
178,334.1
179,335.6
180,337.9
181,338.7
182,339.6
183,340.5
184,341.5
185,342.6
186,344.0
187,345.1
188,347.0
189,349.3
190,350.4
191,351.4
192,352.3
193,354.3
194,355.2
195,357.1
196,358.1
197,359.0
198,360.9
199,362.2
200,363.1
201,364.2
202,365.6
203,366.6
204,368.1
205,369.3
206,370.2
207,371.5
208,372.7
209,374.3
210,375.4
211,376.3
212,380.4
213,383.3
214,384.2
215,385.2
216,386.1
217,388.7
218,391.2
219,393.5
220,394.7
221,395.6
222,396.9
223,397.8
224,398.6
225,399.6
226,400.4
227,401.6
228,403.2
229,404.1
230,406.6
231,412.9
232,415.6
233,417.8
234,420.6
235,422.9
236,424.1
237,425.3
238,426.1
239,427.9
240,429.8
241,432.3
242,434.0
243,435.9
244,438.6
245,439.7
246,441.4
247,442.6
248,443.9
249,444.7
250,445.8
251,447.0
252,448.0
253,452.1
254,453.2
255,454.2
256,455.9
257,457.1
258,458.8
259,460.2
260,462.7
261,463.7
262,465.1
263,466.9
264,467.7
265,469.3
266,474.3
267,478.9
268,480.6
269,482.9
270,485.2
271,487.2
272,491.7
273,492.8
274,494.2
275,495.4
276,498.2
277,500.2
278,501.5
279,505.6
280,506.9
281,507.8
282,508.6
283,509.7
284,511.4
285,512.9
286,513.9
287,515.0
288,516.4
289,517.5
290,518.7
291,520.1
292,521.6
293,524.1
294,527.3
295,528.2
296,531.1
297,531.9
298,532.8
299,534.8
300,538.0
301,539.3
302,540.2
303,541.1
304,541.9
305,544.8
306,546.2
307,547.6
308,548.6
309,550.9
310,552.4
311,554.2
312,556.3
313,557.4
314,558.5
315,560.2
316,561.3
317,562.1
318,564.7
319,565.9
320,570.5
321,571.8
322,574.2
323,575.0
324,576.7
325,577.6
326,578.9
327,580.1
328,581.6
329,583.1
330,584.0
331,585.0
332,587.7
333,589.1
334,590.0
335,591.3
336,593.4
337,594.7
338,596.7
339,597.8
340,600.1
341,601.8
342,602.6
343,605.3
344,607.0
345,608.9
346,610.1
347,611.4
348,612.3
349,613.1
350,614.5
351,616.4
352,617.3
353,618.3
354,619.2
355,620.6
356,621.6
357,623.7
358,624.7
359,625.6
360,627.0
361,627.8
362,629.7
363,632.0
364,633.1
365,634.0
366,635.0
367,636.4
368,637.3
369,638.6
370,639.7
371,643.7
372,645.7
373,649.8
374,652.7
375,654.7
