Type,Valeur
Seuil de détection,35.0
Durée totale (secondes),575.6
Nombre de cuts,148
Fréquence (cuts/minute),15.43
Temps moyen entre cuts (secondes),3.8
Temps minimum entre cuts (secondes),0.9
Temps maximum entre cuts (secondes),22.3

Liste des cuts
Numéro,Timestamp
1,3.6
2,4.6
3,8.8
4,9.7
5,11.2
6,12.4
7,14.3
8,15.8
9,17.5
10,18.7
11,19.6
12,20.5
13,22.7
14,24.5
15,25.6
16,27.8
17,36.3
18,39.6
19,42.2
20,46.2
21,48.8
22,50.2
23,52.4
24,57.4
25,63.9
26,65.6
27,68.8
28,70.2
29,81.6
30,86.8
31,88.8
32,90.8
33,103.3
34,108.5
35,111.2
36,116.7
37,121.1
38,126.0
39,132.8
40,134.3
41,137.5
42,138.7
43,139.9
44,142.6
45,144.4
46,147.0
47,150.4
48,154.0
49,176.3
50,182.5
51,191.3
52,192.6
53,196.1
54,201.5
55,203.6
56,210.2
57,214.3
58,218.3
59,219.3
60,220.7
61,229.0
62,238.7
63,244.4
64,257.6
65,275.6
66,285.2
67,286.3
68,287.9
69,289.4
70,290.7
71,292.4
72,298.2
73,299.2
74,300.3
75,305.7
76,310.6
77,318.4
78,321.4
79,324.1
80,330.1
81,332.5
82,334.2
83,336.8
84,339.1
85,343.6
86,349.6
87,352.5
88,353.7
89,355.4
90,358.0
91,360.4
92,361.8
93,363.4
94,368.2
95,369.6
96,370.5
97,372.6
98,373.7
99,376.6
100,378.9
101,382.2
102,384.1
103,387.0
104,388.1
105,392.5
106,401.8
107,403.4
108,404.4
109,414.0
110,416.6
111,419.0
112,420.9
113,429.1
114,431.1
115,432.0
116,433.1
117,434.3
118,436.9
119,438.1
120,445.9
121,447.6
122,448.8
123,450.7
124,453.7
125,457.5
126,460.0
127,473.0
128,481.4
129,487.0
130,490.6
131,494.4
132,503.1
133,506.4
134,513.1
135,515.0
136,517.5
137,518.3
138,520.7
139,524.2
140,526.2
141,529.4
142,533.1
143,536.2
144,546.1
145,548.3
146,562.1
147,565.4
148,567.1
