Type,Valeur
Seuil de détection,30.0
Durée totale (secondes),1297.7
Nombre de cuts,392
Fréquence (cuts/minute),18.12
Temps moyen entre cuts (secondes),3.3
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),23.5

Liste des cuts
Numéro,Timestamp
1,4.9
2,11.3
3,17.6
4,22.1
5,26.1
6,49.6
7,54.7
8,56.9
9,58.1
10,59.0
11,59.8
12,64.2
13,69.7
14,72.4
15,92.8
16,96.6
17,100.4
18,107.0
19,108.7
20,112.7
21,113.5
22,115.5
23,116.3
24,117.3
25,118.4
26,119.5
27,121.3
28,122.6
29,123.9
30,126.0
31,127.0
32,128.4
33,130.6
34,135.2
35,143.4
36,146.9
37,148.3
38,153.5
39,158.5
40,161.9
41,163.1
42,164.6
43,166.0
44,166.9
45,168.7
46,171.2
47,172.0
48,174.4
49,177.6
50,181.3
51,183.0
52,184.2
53,188.4
54,189.4
55,194.7
56,197.9
57,199.4
58,202.3
59,204.9
60,210.4
61,211.7
62,212.8
63,219.8
64,226.7
65,230.6
66,232.8
67,241.7
68,248.7
69,251.5
70,253.3
71,254.7
72,264.8
73,266.2
74,267.8
75,271.1
76,272.6
77,275.3
78,277.1
79,279.1
80,282.4
81,283.7
82,292.3
83,293.2
84,295.4
85,296.7
86,305.5
87,309.5
88,312.0
89,316.0
90,317.9
91,319.1
92,323.1
93,325.2
94,329.5
95,330.7
96,332.3
97,334.4
98,335.9
99,336.7
100,340.1
101,341.0
102,342.2
103,345.6
104,349.3
105,350.6
106,354.7
107,360.1
108,364.4
109,370.6
110,375.4
111,378.3
112,382.8
113,386.4
114,391.0
115,394.1
116,399.9
117,400.9
118,403.9
119,405.3
120,406.2
121,412.4
122,416.8
123,419.5
124,420.7
125,425.1
126,428.7
127,430.1
128,432.3
129,434.5
130,438.3
131,449.5
132,450.8
133,451.7
134,454.4
135,455.8
136,456.6
137,457.4
138,459.2
139,460.3
140,462.1
141,464.9
142,467.1
143,468.6
144,472.8
145,475.1
146,477.0
147,478.0
148,479.8
149,481.8
150,484.8
151,488.1
152,496.9
153,498.8
154,500.6
155,502.5
156,505.1
157,509.0
158,510.5
159,512.1
160,513.0
161,514.6
162,515.9
163,516.9
164,517.8
165,518.7
166,523.5
167,524.6
168,525.4
169,526.4
170,527.4
171,533.7
172,534.8
173,537.9
174,547.2
175,550.4
176,552.4
177,556.0
178,557.7
179,561.1
180,563.6
181,564.4
182,570.7
183,571.8
184,575.4
185,580.5
186,582.5
187,586.3
188,588.2
189,592.6
190,595.3
191,601.1
192,604.9
193,607.2
194,610.0
195,611.8
196,613.8
197,617.5
198,620.5
199,622.3
200,628.8
201,630.1
202,634.6
203,638.8
204,640.0
205,643.3
206,646.6
207,649.9
208,651.9
209,654.5
210,657.1
211,658.8
212,662.7
213,673.2
214,675.0
215,680.1
216,681.7
217,683.7
218,685.2
219,692.2
220,702.5
221,704.4
222,710.9
223,718.3
224,728.2
225,733.8
226,738.1
227,740.6
228,744.7
229,754.4
230,761.2
231,765.6
232,767.7
233,769.1
234,776.7
235,779.5
236,785.0
237,787.7
238,788.7
239,791.0
240,796.1
241,798.2
242,799.7
243,800.5
244,801.9
245,807.7
246,810.0
247,812.0
248,817.4
249,819.4
250,824.4
251,833.7
252,835.3
253,838.0
254,841.9
255,845.5
256,851.9
257,858.7
258,862.1
259,866.0
260,869.2
261,871.8
262,876.9
263,880.4
264,882.4
265,886.1
266,888.5
267,891.0
268,905.9
269,906.9
270,909.2
271,910.2
272,912.3
273,915.6
274,918.0
275,919.6
276,923.7
277,930.1
278,943.5
279,948.5
280,957.2
281,962.7
282,964.4
283,968.5
284,972.8
285,977.9
286,979.2
287,986.2
288,999.3
289,1002.3
290,1008.2
291,1009.8
292,1012.7
293,1013.9
294,1024.8
295,1027.3
296,1030.8
297,1033.8
298,1035.6
299,1043.2
300,1044.3
301,1046.7
302,1051.7
303,1053.2
304,1055.6
305,1057.5
306,1060.7
307,1061.7
308,1063.0
309,1066.5
310,1073.9
311,1079.0
312,1082.3
313,1087.7
314,1090.0
315,1093.3
316,1099.8
317,1108.0
318,1110.1
319,1114.3
320,1118.7
321,1119.6
322,1121.9
323,1125.2
324,1132.8
325,1133.7
326,1135.3
327,1138.1
328,1142.1
329,1145.1
330,1146.8
331,1148.7
332,1149.5
333,1150.3
334,1153.1
335,1158.0
336,1161.6
337,1163.6
338,1166.5
339,1167.3
340,1168.2
341,1172.1
342,1173.6
343,1175.9
344,1177.8
345,1182.4
346,1183.3
347,1184.2
348,1186.6
349,1188.1
350,1189.1
351,1191.0
352,1192.3
353,1193.6
354,1195.6
355,1199.3
356,1203.8
357,1206.2
358,1208.5
359,1211.8
360,1212.9
361,1214.5
362,1216.8
363,1220.9
364,1222.5
365,1226.9
366,1228.5
367,1230.6
368,1233.1
369,1234.8
370,1241.3
371,1243.0
372,1247.9
373,1248.7
374,1250.2
375,1255.7
376,1256.5
377,1260.3
378,1263.8
379,1264.8
380,1266.6
381,1272.7
382,1276.6
383,1281.9
384,1284.1
385,1286.0
386,1286.8
387,1287.8
388,1288.7
389,1289.6
390,1290.4
391,1291.4
392,1293.9
