Type,Valeur
Seuil de détection,30.0
Durée totale (secondes),1357.3
Nombre de cuts,290
Fréquence (cuts/minute),12.82
Temps moyen entre cuts (secondes),4.7
Temps minimum entre cuts (secondes),0.8
Temps maximum entre cuts (secondes),36.9

Liste des cuts
Numéro,Timestamp
1,1.6
2,4.0
3,9.1
4,10.1
5,11.0
6,13.5
7,16.0
8,16.9
9,17.9
10,18.7
11,19.9
12,20.9
13,21.8
14,22.8
15,24.6
16,25.4
17,26.6
18,27.4
19,28.2
20,29.3
21,30.2
22,33.3
23,40.4
24,45.9
25,51.8
26,55.0
27,57.0
28,58.8
29,66.7
30,68.4
31,70.2
32,71.6
33,80.2
34,83.1
35,84.8
36,85.8
37,92.7
38,111.2
39,119.9
40,122.3
41,129.5
42,133.0
43,136.2
44,139.4
45,141.2
46,143.9
47,146.0
48,147.8
49,150.9
50,152.7
51,154.6
52,156.8
53,166.6
54,168.1
55,172.9
56,175.3
57,212.2
58,213.2
59,217.9
60,221.4
61,223.5
62,224.3
63,228.1
64,231.5
65,236.7
66,241.9
67,242.7
68,263.4
69,267.4
70,271.8
71,283.3
72,289.9
73,292.4
74,301.7
75,309.9
76,313.0
77,315.1
78,318.6
79,320.2
80,326.4
81,331.3
82,332.6
83,335.4
84,345.8
85,348.3
86,349.7
87,353.0
88,356.2
89,357.6
90,358.6
91,359.6
92,365.2
93,371.0
94,372.5
95,373.6
96,376.5
97,378.1
98,386.1
99,392.6
100,395.2
101,397.3
102,398.9
103,399.9
104,412.1
105,414.6
106,430.1
107,430.9
108,434.2
109,442.4
110,443.8
111,449.0
112,454.3
113,459.7
114,461.7
115,462.6
116,464.3
117,465.7
118,466.8
119,469.0
120,471.7
121,475.8
122,478.7
123,480.5
124,482.1
125,484.9
126,486.5
127,488.8
128,490.1
129,492.5
130,495.2
131,502.1
132,504.0
133,506.2
134,507.6
135,510.9
136,519.2
137,523.9
138,525.7
139,529.1
140,540.4
141,543.3
142,544.8
143,552.0
144,558.9
145,569.7
146,570.8
147,572.1
148,575.1
149,578.5
150,586.8
151,590.7
152,598.9
153,601.3
154,610.7
155,613.1
156,616.2
157,621.2
158,627.2
159,630.3
160,636.4
161,639.1
162,650.9
163,657.3
164,660.0
165,673.2
166,674.3
167,676.9
168,688.2
169,693.2
170,697.3
171,703.0
172,703.8
173,713.1
174,714.1
175,716.5
176,720.2
177,724.1
178,729.3
179,732.7
180,733.5
181,738.4
182,742.3
183,752.2
184,753.0
185,753.8
186,754.7
187,766.5
188,768.3
189,788.5
190,793.1
191,810.3
192,821.5
193,826.1
194,826.9
195,831.0
196,854.5
197,861.5
198,875.6
199,877.3
200,881.8
201,888.6
202,894.2
203,896.9
204,897.8
205,903.6
206,936.0
207,942.8
208,948.2
209,953.4
210,957.4
211,961.3
212,962.2
213,963.3
214,965.2
215,966.9
216,968.6
217,970.8
218,972.0
219,975.8
220,977.1
221,978.6
222,979.8
223,984.1
224,988.1
225,994.2
226,996.4
227,998.2
228,1004.5
229,1005.4
230,1007.8
231,1012.5
232,1015.4
233,1019.3
234,1020.9
235,1036.6
236,1039.9
237,1041.4
238,1055.1
239,1062.4
240,1072.8
241,1077.2
242,1081.8
243,1086.8
244,1093.1
245,1094.8
246,1098.4
247,1118.7
248,1121.1
249,1131.4
250,1143.9
251,1146.8
252,1148.1
253,1158.7
254,1172.1
255,1193.0
256,1206.3
257,1207.7
258,1216.5
259,1218.8
260,1237.1
261,1237.9
262,1238.8
263,1243.0
264,1243.9
265,1246.5
266,1249.0
267,1260.6
268,1264.4
269,1265.4
270,1284.9
271,1289.6
272,1292.2
273,1294.6
274,1297.1
275,1308.3
276,1313.3
277,1314.2
278,1316.0
279,1320.3
280,1321.2
281,1322.1
282,1323.7
283,1326.3
284,1330.0
285,1331.0
286,1334.0
287,1335.9
288,1340.3
289,1344.5
290,1355.4
